"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"SL.UEM.TOTL.ZS","Desempleo, total (% de la fuerza laboral total) (estimación modelada de la OIT)","El desempleo se refiere a la proporción de la fuerza laboral que está sin trabajo pero disponible y buscándolo.","Organización Internacional del Trabajo. “Base de datos de estimaciones y proyecciones modeladas de la OIT (ILOEST)” ILOSTAT. Consultado el 6 de febrero de 2024. https://ilostat.ilo.org/data/.",
